epoch,loss,epoch_seconds,global_step,learning_rate
1,0.24748303346633913,4.247995313256979,79,0.0002
2,0.08035206866264344,3.2613793341442943,158,0.0002
3,0.06472042437195778,3.2883918900042772,237,0.0002
4,0.05638809617757797,3.3030099775642157,316,0.0002
5,0.052991592240333556,3.4478897750377655,395,0.0002
6,0.04893761636018753,3.2117291698232293,474,0.0002
7,0.046331532394886014,3.4120340161025524,553,0.0002
8,0.04439836609363556,2.958789217285812,632,0.0002
9,0.042222386473417285,2.973366178572178,711,0.0002
10,0.04111875687837601,2.991443366743624,790,0.0002
11,0.03924637027978897,3.302695752121508,869,0.0002
12,0.03825759899616241,3.3786992616951466,948,0.0002
13,0.03764171732664108,3.401329655200243,1027,0.0002
14,0.036884320902824404,3.4128836784511805,1106,0.0002
15,0.036847731536626814,3.246229368261993,1185,0.0002
16,0.03539623420536518,3.461835900321603,1264,0.0002
17,0.03501995930075646,3.0734277572482824,1343,0.0002
18,0.033484167012572286,3.432120422832668,1422,0.0002
19,0.03358141297101974,3.3571584718301892,1501,0.0002
20,0.03304880868196487,3.424329004250467,1580,0.0002
