epoch,loss,epoch_seconds,global_step,learning_rate
1,0.2705690299510956,4.448891921900213,79,0.0002
2,0.09384218145608902,3.4050220800563693,158,0.0002
3,0.07745802364349365,3.3958701137453318,237,0.0002
4,0.06941703000068665,3.4236813532188535,316,0.0002
5,0.06319188778400421,3.211705888621509,395,0.0002
6,0.05965779659748077,3.011197444051504,474,0.0002
7,0.05651237812638283,3.2272741217166185,553,0.0002
8,0.05378652595281601,3.4099529311060905,632,0.0002
9,0.051027313435077666,3.4559787418693304,711,0.0002
10,0.050253645718097685,3.204852430149913,790,0.0002
11,0.04899302316308021,1.8363602152094245,869,0.0002
12,0.048737302029132845,2.680674866773188,948,0.0002
13,0.046398790884017944,3.432298781350255,1027,0.0002
14,0.04466888218522072,3.388232672587037,1106,0.0002
15,0.04474367825984955,3.236362296156585,1185,0.0002
16,0.04316768605709076,3.4874715926125646,1264,0.0002
17,0.043698715901374814,3.394725604914129,1343,0.0002
18,0.0424633229136467,3.2751188036054373,1422,0.0002
19,0.041452819085121155,3.419860347174108,1501,0.0002
20,0.040691468900442125,3.463065163232386,1580,0.0002
