epoch,loss,epoch_seconds,global_step,learning_rate
1,0.22089506146907806,7.71440451964736,157,0.0002
2,0.07579393652677537,6.637012309394777,314,0.0002
3,0.062380946630239485,7.031684437766671,471,0.0002
4,0.054534883224964144,6.933410433121026,628,0.0002
5,0.05043218488693237,6.902929398231208,785,0.0002
6,0.047747942894697186,6.820158922113478,942,0.0002
7,0.04509986228942871,6.943494068458676,1099,0.0002
8,0.043012902927398684,6.911730030551553,1256,0.0002
9,0.041740534842014315,6.579100106842816,1413,0.0002
10,0.04058370868563652,6.842646477743983,1570,0.0002
11,0.04016974151134491,6.820992617867887,1727,0.0002
12,0.03868884755373001,6.641384801827371,1884,0.0002
13,0.03759899940490723,6.261038462631404,2041,0.0002
14,0.03764669717550278,6.830274753272533,2198,0.0002
15,0.036431411921978,6.899796104989946,2355,0.0002
16,0.036239758229255674,6.880004854872823,2512,0.0002
17,0.03516759082078934,6.917831141501665,2669,0.0002
18,0.03517343235611915,6.645452002994716,2826,0.0002
19,0.03538375768661499,6.607158244587481,2983,0.0002
20,0.03420898387432098,6.419436644762754,3140,0.0002
21,0.03428375573158264,6.723998318426311,3297,0.0002
22,0.03354094432890415,6.606562781147659,3454,0.0002
23,0.03357856371104717,6.91570741776377,3611,0.0002
24,0.033327213960886004,6.633461676537991,3768,0.0002
25,0.03287703357934952,6.480385227128863,3925,0.0002
26,0.032817228451371194,6.915287973359227,4082,0.0002
27,0.03327302782535553,6.8407189548015594,4239,0.0002
28,0.03269595367908478,6.841118294745684,4396,0.0002
29,0.032233787035942076,6.257454349659383,4553,0.0002
30,0.03182650497555733,6.769249675795436,4710,0.0002
