guidance_scale,conditional_accuracy,mean_confidence,pixel_diversity,sample_count,accuracy_digit_0,accuracy_digit_1,accuracy_digit_2,accuracy_digit_3,accuracy_digit_4,accuracy_digit_5,accuracy_digit_6,accuracy_digit_7,accuracy_digit_8,accuracy_digit_9
0.0,0.09999999403953552,0.8842071294784546,0.34347712993621826,50,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0
1.0,0.8999999761581421,0.9909519553184509,0.34768563508987427,50,1.0,1.0,0.800000011920929,1.0,0.800000011920929,1.0,1.0,1.0,0.6000000238418579,0.800000011920929
2.0,0.7199999690055847,0.9278984069824219,0.3973951041698456,50,1.0,0.0,0.800000011920929,1.0,0.4000000059604645,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
4.0,0.03999999910593033,0.8056493401527405,0.472061425447464,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0
