epoch,loss,epoch_seconds,global_step,learning_rate
1,0.2705690299510956,4.04509243182838,79,0.0002
2,0.09384218145608902,3.083914317190647,158,0.0002
3,0.07745802364349365,2.3768959557637572,237,0.0002
4,0.06941703000068665,3.2844479149207473,316,0.0002
5,0.06319188778400421,3.2390713319182396,395,0.0002
6,0.05965779659748077,2.7588035576045513,474,0.0002
7,0.05651237812638283,3.3244928922504187,553,0.0002
8,0.05378652595281601,3.130512128584087,632,0.0002
9,0.051027313435077666,2.885211399756372,711,0.0002
10,0.050253645718097685,3.3468472277745605,790,0.0002
11,0.04899302316308021,3.3211487093940377,869,0.0002
12,0.048737302029132845,3.3409353950992227,948,0.0002
13,0.046398790884017944,3.2943591298535466,1027,0.0002
14,0.04466888218522072,3.334978161379695,1106,0.0002
15,0.04474367825984955,3.329607143998146,1185,0.0002
16,0.04316768605709076,3.321795493364334,1264,0.0002
17,0.043698715901374814,3.0206619082018733,1343,0.0002
18,0.0424633229136467,3.312743184156716,1422,0.0002
19,0.041452819085121155,3.208696860820055,1501,0.0002
20,0.040691468900442125,3.393737468868494,1580,0.0002
